SYSTEMNAME;NAME;DESCRIPTION;UNIT;DATATYPE;SIZE_1;MAINNR;BLOCKNR;BLOCKCNT;SUBBLNR;WGNR;WGIND;UPDATEDBY;QUANTITYGROUP;COMMENT;NORMCODE
LIBR2417;T_EEGGF;GF: T° Entrée eau glycolée GF;°C;Real;2;0;0;0;0;0;0;A;2;Common;2417
LIBR2418;CO2_4d;EBH04: Conc. CO2 dry;%;Real;2;0;0;0;0;0;0;A;2;Common;2418
LIBR2419;T_E_INDU;MES: Temp eau indus;°C;Real;1;0;0;0;0;0;0;A;2;Common;2419
LIBR2420;NOX_4w;EBH04: Conc. NOx wet QCL/FTIR;ppm;Real;2;0;0;0;0;0;0;A;2;Common;2420
LIBR2421;NMHC_4w;EBH04: Conc. NMHC wet FTIR;ppm;Real;2;0;0;0;0;0;0;A;2;Common;2421
LIBR2422;CH4_5w;EBH05: Conc. CH4 wet SPECTRO;ppm;Real;2;0;0;0;0;0;0;A;2;Common;2422
LIBR2423;NO_4w;EBH04: Conc. NO wet QCL/FTIR;ppm;Real;2;0;0;0;0;0;0;A;2;Common;2423
LIBR2424;NO2_4w;EBH04: Conc. NO2 wet QCL/FTIR;ppm;Real;2;0;0;0;0;0;0;A;2;Common;2424
LIBR2425;CO_4d;EBH04: Conc. CO dry;ppm;Real;2;0;0;0;0;0;0;A;2;Common;2425
CO2_TRAC;CO2_TRAC;EBH0x: Conc. CO2 traceur dilué;ppm;Real;1;0;0;0;0;0;0;A;2;Common;2426
CO2_TRBR;CO2_TRBR;EBH0x: Conc. CO2 traceur brut;ppm;Real;1;0;0;0;0;0;0;A;2;Common;2427
WT_E_RAD;WT_E_RAD;WT: Flow rate engine radiator;m3/h;Real;2;0;0;0;0;0;0;A;2;Common;2428
WT_E_CAR;WT_E_CAR;WT: Flow rate carter;m3/h;Real;2;0;0;0;0;0;0;A;2;Common;2429
WT_E_CEN;WT_E_CEN;WT: Flow rate rear center;m3/h;Real;2;0;0;0;0;0;0;A;2;Common;2430
WT_E_RDR;WT_E_RDR;WT: Flow rate right wheel;m3/h;Real;2;0;0;0;0;0;0;A;2;Common;2431
WT_E_RGA;WT_E_RGA;WT: Flow rate left wheel;m3/h;Real;2;0;0;0;0;0;0;A;2;Common;2432
WT_T_INL;WT_T_INL;WT: Temperature tunnel inlet;°C;Real;2;0;0;0;0;0;0;A;2;Common;2433
WT_T_CEN;WT_T_CEN;WT: Temperature rear center;°C;Real;2;0;0;0;0;0;0;A;2;Common;2434
WT_T_RDR;WT_T_RDR;WT: Temperature right wheel;°C;Real;2;0;0;0;0;0;0;A;2;Common;2435
WT_T_RGA;WT_T_RGA;WT: Temperature left wheel;°C;Real;2;0;0;0;0;0;0;A;2;Common;2436
PID11_ME;PID11_ME;WT: PID mesure actuelle;°C;Real;2;0;0;0;0;0;0;A;2;Common;2437
HYGRO_BR;HYGRO_BR;MES: Hygro relative avant filtre;%;Real;1;0;0;0;0;0;0;A;2;Common;2438
P_R_CCUL;P_R_CCUL;MES: Pr. couvre culasse;bar;Real;4;0;0;0;0;0;0;A;2;Common;2439
COUP_FIL;COUP_FIL;Couple filtré CSV BHD21;Nm;Real;1;0;0;0;0;0;0;A;2;Common;2440
COUPLE_E;COUPLE_E;PPA: Mesure de couple électrique;Nm;Real;1;0;0;0;0;0;0;A;2;Common;2441
WT_D_TCT;WT_D_TCT;WT: Image du debit calandre;m3/h;Real;2;0;0;0;0;0;0;A;2;Common;2442
WT_TIME;WT_TIME;WT: Temps de correction flaps;s;Real;0;0;0;0;0;0;0;A;2;Common;2443
WT_R_HYG;WT_R_HYG;WT: Retour consigne hygrometrie;%;Real;1;0;0;0;0;0;0;A;2;Common;2444
P_R_SLO;P_R_SLO;MES: Pr. Sortie Light Off N°1;bar;Real;4;0;0;0;0;0;0;A;2;Common;2445
P_R_SL2;P_R_SL2;MES: Pr. Sortie Light Off N°2;bar;Real;4;0;0;0;0;0;0;A;2;Common;2446
PTUB;T_BTSA;MES: T° of BTSA device;°C;Real;1;0;0;0;0;0;0;A;2;Common;2447
D_C_ACT;D_C_ACT;Différence couple BHD21;Nm;Real;1;0;0;0;0;0;0;A;2;Common;2448
D_C_CONS;D_C_CONS;Différence couple consigne BHD21;Nm;Real;0;0;0;0;0;0;0;A;2;Common;2449
D_R_ACT;D_R_ACT;Différence régime BHD21;;Real;1;0;0;0;0;0;0;A;2;Common;2450
D_R_CONS;D_R_CONS;Différence régime consigne BHD21;;Real;0;0;0;0;0;0;0;A;2;Common;2451
LIBR2452;I_MOT;SRB: Consummation current motor;A;Real;2;0;0;0;0;0;0;A;2;Common;2452
DELTBLOW;DELTBLOW;CVS: Pr. différentielle BLOWER;hPa;Real;1;0;0;0;0;0;0;A;2;Common;2453
DET_CO;DET_CO;BHD Détection CO niv.1 ou 2;;Real;0;0;0;0;0;0;0;A;2;Common;2454
DET_FIRE;DET_FIRE;BHD Détection incendie;;Real;0;0;0;0;0;0;0;A;2;Common;2455
DFB_BANC;DFB_BANC;API: Défaut banc bloquant;0/1;Real;0;0;0;0;0;0;0;A;2;Common;2456
DFB_CVS;DFB_CVS;CVS: Défaut bloquant CVS;0/1;Real;0;0;0;0;0;0;0;A;2;Common;2457
DFB_GAZ;DFB_GAZ;EBH0x: Défaut baie gaz bloquant;0/1;Real;0;0;0;0;0;0;0;A;2;Common;2458
DFN_BANC;DFN_BANC;BHD Défaut bloquant ventil;0/1;Real;0;0;0;0;0;0;0;A;2;Common;2459
DFQ_BANC;DFQ_BANC;BHD Banc qualité;0/1;Real;0;0;0;0;0;0;0;A;2;Common;2460
DFQ_CVS;DFQ_CVS;CVS: Défaut qualité CVS;0/1;Real;0;0;0;0;0;0;0;A;2;Common;2461
DFQ_GAZ;DFQ_GAZ;EBH01: Défaut qualité gaz baie 1;0/1;Real;0;0;0;0;0;0;0;A;2;Common;2462
DIST_CUR;DIST_CUR;DYN: Distance parcourue in step;m;Real;1;0;0;0;0;0;0;A;2;Common;2463
DO_SHIF;DO_SHIF;Bit de simulation UP SHIFT;;Real;0;0;0;0;0;0;0;A;2;Common;2464
LIBR2465;T_SEGGF;GF: T° Sortie eau glycolée GF;°C;Real;2;0;0;0;0;0;0;A;2;Common;2465
LIBR2466;O_VES;KRZ: défaut machine Krazter;-;Real;0;0;0;0;0;0;0;A;2;Common;2466
LIBR2467;N_BRUT_G;REG:Régime dyno gauche no filtré;rpm;Real;2;0;0;0;0;0;0;A;2;Common;2467
LIBR2468;DEF_VES;KRZ: défaut machine Krazter;-;Real;0;0;0;0;0;0;0;A;2;Common;2468
DPWGT;DPWGT;MES: Déplacement Waste-Gate;mm;Real;2;0;0;0;0;0;0;A;2;Common;2469
LIBR2470;EFVTI;ECU: Vxx_efv_ti;ms;Real;1;0;0;0;0;0;0;A;2;Common;2470
LIBR2471;PCSERROR;PCS: Error Byte;0/1;Real;0;0;0;0;0;0;0;A;2;Common;2471
LIBR2472;EGROF;ECU: Vsx_egr_off;-;Real;0;0;0;0;0;0;0;A;2;Common;2472
LIBR2473;CPCCV;PCS: CPC Count;-;Real;2;0;0;0;0;0;0;A;2;Common;2473
LIBR2474;FDTOT;PCS: Total Dil Factor;-;Real;1;0;0;0;0;0;0;A;2;Common;2474
LIBR2475;PMCOUNT;PCS: Comp Particle Count;#/cm3;Real;0;0;0;0;0;0;0;A;2;Common;2475
EAU;EAU;Réservé séquence du PTCC;;Real;0;0;0;0;0;0;0;A;2;Common;2476
Araw_td;Araw_td;REG: Couple droit brut av.filtre;Nm;Real;0;0;0;0;0;0;0;A;2;Common;2477
P_R_APF;P_R_APF;MES: Pr. ap. filtre à air;bar;Real;4;0;0;0;0;0;0;A;2;Common;2478
ECOMB;ECOMB;ECU: Vsx_comb_mod_act;-;Real;0;0;0;0;0;0;0;A;2;Common;2479
T1ADM;T1ADM;MES: T° soupape admission cyl. 1;°C;Real;1;0;0;0;0;0;0;A;2;Common;2480
LIBR2481;N_BRUT_D;REG:Régime dyno droite no filtré;rpm;Real;2;0;0;0;0;0;0;A;2;Common;2481
LIBR2482;IM_PHASE;IM:Drive cycle phase from InMoti;-;Real;0;0;0;0;0;0;0;A;2;Common;2482
LIBR2483;IM_TEMPS;IM: Testrun time;s;Real;1;0;0;0;0;0;0;A;2;Common;2483
LIBR2484;SUR_LIB1;SURV: Mesure surveille Libre 1;-;Real;1;0;0;0;0;0;0;A;2;Common;2484
EGRUR;N_SEC;CANE: Regime arbre secondaire;rpm;Real;1;0;0;0;0;0;0;A;2;Common;2485
EMB_SIM;EMB_SIM;CLU: Feedback clutch simulation;0/1;Real;0;0;0;0;0;0;0;A;2;Common;2486
PS_KMA;PS_KMA;KMA: Pression sortie KMA4000;bar;Real;3;0;0;0;0;0;0;A;2;Common;2487
EOMODE;EOMODE;VID: Commande fct Chariot Huile;-;Real;0;0;0;0;0;0;0;A;2;Common;2488
EOSTATUS;EOSTATUS;VID: Etat fonction chariot Huile;-;Real;0;0;0;0;0;0;0;A;2;Common;2489
LIBR2490;P_R_ECAR;SIM:Pr. entrée filtre carburant;bar;Real;4;0;0;0;0;0;0;A;2;Common;2490
ESSAI;ESSAI;TIME: Boolean of start H_ESSAI;0/1;Real;0;0;0;0;0;0;0;A;2;Common;2491
T_TWS;T_TWS;MES: T° matière Twin Scroll;°C;Real;1;0;0;0;0;0;0;A;2;Common;2492
ET_AADD1;ET_AADD1;API: Feedback air additional 1;-;Real;0;0;0;0;0;0;0;A;2;Common;2493
ET_AADD2;ET_AADD2;API: Feedback air additional 1;-;Real;0;0;0;0;0;0;0;A;2;Common;2494
ET_ECHAP;ET_ECHAP;API: Retour état CVS/Extracteur;-;Real;0;0;0;0;0;0;0;A;2;Common;2495
ET_PC1N1;ET_PC1N1;API: Rétour état prise PC1_230;-;Real;0;0;0;0;0;0;0;A;2;Common;2496
ET_PC1N2;ET_PC1N2;API: Retour état prise PC1_400;-;Real;0;0;0;0;0;0;0;A;2;Common;2497
ET_PC2N1;ET_PC2N1;API: Retour état prise PC2_230;-;Real;0;0;0;0;0;0;0;A;2;Common;2498
ET_PC2N2;ET_PC2N2;API: Retour état prise PC2_400;-;Real;1;0;0;0;0;0;0;A;2;Common;2499
ET_PC2N3;ET_PC2N3;API: Retour état prise PC2_400NT;-;Real;0;0;0;0;0;0;0;A;2;Common;2500
ET_PC2N4;ET_PC2N4;API: Ret.état prise PC2_400T 32A;-;Real;0;0;0;0;0;0;0;A;2;Common;2501
ET_PC3N1;ET_PC3N1;API: Retour état prise PC3_230;-;Real;0;0;0;0;0;0;0;A;2;Common;2502
ET_PC3N2;ET_PC3N2;API: Retour état prise PC3_400;-;Real;0;0;0;0;0;0;0;A;2;Common;2503
ET_POMPE;ET_POMPE;BHD Retour état pompe SKID;;Real;0;0;0;0;0;0;0;A;2;Common;2504
ET_RCH;ET_RCH;BHD Retour état réchauffeur SKID;;Real;0;0;0;0;0;0;0;A;2;Common;2505
ET_REFN2;ET_REFN2;API: Retour état refroid.ech.N2;0/1;Real;0;0;0;0;0;0;0;A;2;Common;2506
ET_REMPL;ET_REMPL;BHD Retour état remplissage SKID;;Real;0;0;0;0;0;0;0;A;2;Common;2507
ET_SERV;ET_SERV;BHD Retour état marcheservitudes;;Real;0;0;0;0;0;0;0;A;2;Common;2508
ET_SKID;ET_SKID;BHD Retour état SKID;;Real;0;0;0;0;0;0;0;A;2;Common;2509
ET_SRAS;ET_SRAS;BHD Retour état soufflante RAS;;Real;0;0;0;0;0;0;0;A;2;Common;2510
ET_VORT;ET_VORT;BHD Retour état VORTEX;;Real;0;0;0;0;0;0;0;A;2;Common;2511
ETAT_REC;ETAT_REC;Réservé RECORDER POST MORTEM;;Real;0;0;0;0;0;0;0;A;2;Common;2512
ETATBANC;ETATBANC;API: Mode fonctionnement PUMA;-;Real;0;0;0;0;0;0;0;A;2;Common;2513
ETATBARO;ETATBARO;Etat station baro râteau;;Real;0;0;0;0;0;0;0;A;2;Common;2514
LIBR2515;ISPEED;IND: Régime instantané;rpm;Real;0;0;0;0;0;0;0;A;2;Common;2515
EWMODE;EWMODE;PTCC eau moteur mode auto/manu;;Real;0;0;0;0;0;0;0;A;2;Common;2516
EWSTATUS;EWSTATUS;PTCC état eau moteur;;Real;0;0;0;0;0;0;0;A;2;Common;2517
EXTRAC;EXTRAC;Réservé séquence du PTCC;;Real;0;0;0;0;0;0;0;A;2;Common;2518
FB_AK2;FB_AK2;KMA: Debit carb. instantané PLU;kg/h;Real;2;0;0;0;0;0;0;A;2;Common;2519
FB_AKT;FB_AKT;KMA: Debit carb. instantané PLU;l/h;Real;2;0;0;0;0;0;0;A;2;Common;2520
FB_AMITT;FB_AMITT;KMA: Debit carb. moyenné PLU;l/h;Real;2;0;0;0;0;0;0;A;2;Common;2521
FB_ASTAB;FB_ASTAB;KMA: Incert. sur débit carb. PLU;%;Real;2;0;0;0;0;0;0;A;2;Common;2522
FB_ERR1;FB_ERR1;KMA: Erreur de densité;-;Real;0;0;0;0;0;0;0;A;2;Common;2523
FB_ERR2;FB_ERR2;KMA: Erreur présence de bulles;-;Real;0;0;0;0;0;0;0;A;2;Common;2524
FB_ERR3;FB_ERR3;KMA: Erreur de l'électrovanne;-;Real;0;0;0;0;0;0;0;A;2;Common;2525
FB_ERR4;FB_ERR4;KMA: Surintensité pompe d'entrée;-;Real;0;0;0;0;0;0;0;A;2;Common;2526
FB_GAMA;FB_GAMA;KMA: Densité carburant;g/cm3;Real;3;0;0;0;0;0;0;A;2;Common;2527
FB_GAZ;SUR_LIB2;SURV: Mesure surveille Libre 2;-;Real;1;0;0;0;0;0;0;A;2;Common;2528
FB_MITT;FB_MITT;KMA: Debit carburant moyen PLU;l/h;Real;2;0;0;0;0;0;0;A;2;Common;2529
FB_MITT2;FB_MITT2;KMA:Débit carb. inst.gravim. PLU;kg/h;Real;2;0;0;0;0;0;0;A;2;Common;2530
FB_STAB;FB_STAB;KMA: Incertitude débit carburant;%;Real;2;0;0;0;0;0;0;A;2;Common;2531
FB_SUM;FB_SUM;KMA: Mesure d'integration PLU;l;Real;2;0;0;0;0;0;0;A;2;Common;2532
FB_SUMT;FB_SUMT;KMA: Temps d'integration PLU;s;Real;2;0;0;0;0;0;0;A;2;Common;2533
FB_UTB;FB_UTB;VTB révolution (FB. meas) BHD21;;Real;0;0;0;0;0;0;0;A;2;Common;2534
FD_FPS;FD_FPS;BHD Facteur de dilution FPS;-;Real;2;0;0;0;0;0;0;A;2;Common;2535
FEMMOB01;TMPME021;TMP: Voies Temporaire Mesure;-;Real;0;0;0;0;0;0;0;A;2;Common;2536
FEMMOB02;TMPME022;TMP: Voies Temporaire Mesure;-;Real;0;0;0;0;0;0;0;A;2;Common;2537
FEMMOB03;TMPME023;TMP: Voies Temporaire Mesure;-;Real;0;0;0;0;0;0;0;A;2;Common;2538
FEMMOB04;TMPME024;TMP: Voies Temporaire Mesure;-;Real;0;0;0;0;0;0;0;A;2;Common;2539
FEMMOB05;TMPME025;TMP: Voies Temporaire Mesure;-;Real;0;0;0;0;0;0;0;A;2;Common;2540
FEMMOB06;TMPME026;TMP: Voies Temporaire Mesure;-;Real;0;0;0;0;0;0;0;A;2;Common;2541
FEMMOB07;TMPME027;TMP: Voies Temporaire Mesure;-;Real;0;0;0;0;0;0;0;A;2;Common;2542
FEMMOB08;TMPME028;TMP: Voies Temporaire Mesure;-;Real;0;0;0;0;0;0;0;A;2;Common;2543
FEMMOB09;TMPME029;TMP: Voies Temporaire Mesure;-;Real;0;0;0;0;0;0;0;A;2;Common;2544
FEMMOB10;TMPME030;TMP: Voies Temporaire Mesure;-;Real;0;0;0;0;0;0;0;A;2;Common;2545
FEMMOB11;TMPME031;TMP: Voies Temporaire Mesure;-;Real;0;0;0;0;0;0;0;A;2;Common;2546
FEMMOB12;TMPME032;TMP: Voies Temporaire Mesure;-;Real;0;0;0;0;0;0;0;A;2;Common;2547
FEMMOB13;TMPME033;TMP: Voies Temporaire Mesure;-;Real;0;0;0;0;0;0;0;A;2;Common;2548
FEMMOB14;TMPME034;TMP: Voies Temporaire Mesure;-;Real;0;0;0;0;0;0;0;A;2;Common;2549
FEMMOB15;TMPME035;TMP: Voies Temporaire Mesure;-;Real;0;0;0;0;0;0;0;A;2;Common;2550
FEMMOB16;TMPME036;TMP: Voies Temporaire Mesure;-;Real;0;0;0;0;0;0;0;A;2;Common;2551
FILT_NUM;FILT_NUM;472: Selected filter number;-;Real;0;0;0;0;0;0;0;A;2;Common;2552
FIN;FIN;EMM: condition de fin d'essai;-;Real;1;0;0;0;0;0;0;A;2;Common;2553
FINMACE;FINMACE;Réservé séquence du PTCC;;Real;0;0;0;0;0;0;0;A;2;Common;2554
T5ADM;T5ADM;MES: T° soupape admission cyl. 5;°C;Real;1;0;0;0;0;0;0;A;2;Common;2555
T6ADM;T6ADM;MES: T° soupape admission cyl. 6;°C;Real;1;0;0;0;0;0;0;A;2;Common;2556
P3S_0;P3S_0;IND: Pr. Cyl. max + 3 Sig. Moy.;bar;Real;3;0;0;0;0;0;0;A;2;Common;2557
FORCAGE;FORCAGE;Réservé séquence du PTCC;;Real;0;0;0;0;0;0;0;A;2;Common;2558
FRE_SIM;FRE_SIM;DYN: Bit de simulation FREIN;0/1;Real;0;0;0;0;0;0;0;A;2;Common;2559
FREIN_VH;FREIN_VH;DYN: Frein véhicule (simulé);Nm;Real;1;0;0;0;0;0;0;A;2;Common;2560
LIBR2561;SUR_LIB3;SURV: Mesure surveille Libre 3;-;Real;1;0;0;0;0;0;0;A;2;Common;2561
LIBR2562;P_R_INTE;GF: Pr. relative entre échangeur;bar;Real;4;0;0;0;0;0;0;A;2;Common;2562
LIBR6563;U_EXC;ELEC: Tension EXC moteur;V;Real;2;0;0;0;0;0;0;A;2;Common;2563
LIBR2564;I_EXC;ELEC: Courant EXC moteur;A;Real;2;0;0;0;0;0;0;A;2;Common;2564
FUMBO;FUMBO;FDV: Mesure de Fumée;FSN;Real;2;0;0;0;0;0;0;A;2;Common;2565
H_ADIL;H_ADIL;MES: Hygro. relativ air dilution;%;Real;2;0;0;0;0;0;0;A;2;Common;2566
P_R_SWG;P_R_SWG;MES: Dépression de Waste-Gate;bar;Real;4;0;0;0;0;0;0;A;2;Common;2567
HC_DIL;HC_DIL;EBH0x: Conc. HC Dilué & sacs;ppm;Real;2;0;0;0;0;0;0;A;2;Common;2568
HCCON_P1;HCCON_P1;DYN: HC integré phase 1;ppm;Real;3;0;0;0;0;0;0;A;2;Common;2569
HCCON_P2;HCCON_P2;DYN: HC integré phase 2;ppm;Real;3;0;0;0;0;0;0;A;2;Common;2570
HCCON_P3;HCCON_P3;DYN: HC integré phase 3;ppm;Real;3;0;0;0;0;0;0;A;2;Common;2571
NO2HU;NO2HU;EBH01: Conc. NO2 Humide Baie 1;ppm;Real;2;0;0;0;0;0;0;A;2;Common;2572
HCHU;HCHU;EBH01: Conc. HC Humide baie 1;ppm;Real;0;0;0;0;0;0;0;A;2;Common;2573
HCSEC;HCSEC;EBH01: Conc. HC sec baie 1;ppm;Real;3;0;0;0;0;0;0;A;2;Common;2574
LIBR2575;P_R_EME;MES: Pr. Entrée eau ME;bar;Real;3;0;0;0;0;0;0;A;2;Common;2575
HYGRO;HYGRO;MES: Hygrométrie relative;%;Real;2;0;0;0;0;0;0;A;2;Common;2576
I_CRBOT;I_CRBOT;Bit de simulation Position CRABO;;Real;0;0;0;0;0;0;0;A;2;Common;2577
IAMODE;IAMODE;PTCC air admission mode auto/man;;Real;0;0;0;0;0;0;0;A;2;Common;2578
IASTATUS;IASTATUS;PTCC état air admission;;Real;0;0;0;0;0;0;0;A;2;Common;2579
LIBR2580;IM_TIME;IM: Act time stamp from InMotion;s;Real;4;0;0;0;0;0;0;A;2;Common;2580
LIBR2581;PO_TIME;IM:Actual time stamp from PUMA;s;Real;4;0;0;0;0;0;0;A;2;Common;2581
INM_FNO;IM_VEHSP;IM:actual vehicle speed InMotion;km/h;Real;1;0;0;0;0;0;0;A;2;Common;2582
NMV;NMV;ECU: Vxx_n_mv;rpm;Real;3;0;0;0;0;0;0;A;2;Common;2583
LIBR2584;IM_ALPHA;IM: setvalue throttle InMotion;%;Real;1;0;0;0;0;0;0;A;2;Common;2584
LIBR2585;IM_DIST;IM: actual distance InMotion;km;Real;3;0;0;0;0;0;0;A;2;Common;2585
LIBR2586;IM_LIVE;IM: activity signal InMotion;-;Real;1;0;0;0;0;0;0;A;2;Common;2586
LIBR2587;IM_GEAR;IM: actual gear InMotion;-;Real;0;0;0;0;0;0;0;A;2;Common;2587
LIBR2588;PO_LIVE;IM: activity signal from PUMA;-;Real;1;0;0;0;0;0;0;A;2;Common;2588
LIBR2589;IM_ACTIV;IM: InMotion Simulation running;-;Real;0;0;0;0;0;0;0;A;2;Common;2589
LIBR2590;IM_SIMST;IM: InMotion simulation state;-;Real;0;0;0;0;0;0;0;A;2;Common;2590
LIBR2591;IM_AVAIL;IM: ACM confirms availability;-;Real;0;0;0;0;0;0;0;A;2;Common;2591
LIBR2592;IM_CLUT;IM: InMotion Clutch Demand;%;Real;0;0;0;0;0;0;0;A;2;Common;2592
LIBR2593;IM_BRAKE;IM:Brake Pedal Position InMotion;%;Real;1;0;0;0;0;0;0;A;2;Common;2593
LIBR2594;IM_SHIFT;IM: Gear Shifting Progress;-;Real;0;0;0;0;0;0;0;A;2;Common;2594
LIBR2595;PO_ISRDY;IM:EXT SIM is Ready for InMotion;-;Real;0;0;0;0;0;0;0;A;2;Common;2595
LIBR2596;PO_COMID;IM: PUMA Communication ID;-;Real;0;0;0;0;0;0;0;A;2;Common;2596
LIBR2597;PO_REVID;IM: PUMA Revision ID;-;Real;0;0;0;0;0;0;0;A;2;Common;2597
LIBR2598;PO_SUBID;IM: PUMA SUB. ID;-;Real;0;0;0;0;0;0;0;A;2;Common;2598
M_TEOM;M_TEOM;MES: Débit particules ng/s TEOM;-;Real;4;0;0;0;0;0;0;A;2;Common;2599
MACER;MACER;DYN: Bit macération 20mn OK;0/1;Real;0;0;0;0;0;0;0;A;2;Common;2600
LIBR2601;PO_RQSES;IM: Ext. Sim. active request;-;Real;0;0;0;0;0;0;0;A;2;Common;2601
TECAT2;TECAT2;MES: T° Entrée Catalyseur 2;°C;Real;1;0;0;0;0;0;0;A;2;Common;2602
MEI_SET;T_E_GLA;MES: Temp eau glacee;°C;Real;1;0;0;0;0;0;0;A;2;Common;2603
MOTDEM;MOTDEM;API: Bit moteur démarré;0/1;Real;0;0;0;0;0;0;0;A;2;Common;2604
TAPVE;TAPVE;MES: T° ap Vanne EGR;°C;Real;1;0;0;0;0;0;0;A;2;Common;2605
LIBR2606;MAFKGH;ECU: Vxx_maf_kgh;kg/h;Real;2;0;0;0;0;0;0;A;2;Common;2606
MAP;MAP;ECU: Vxx_map;mbar;Real;3;0;0;0;0;0;0;A;2;Common;2607
NOISE;NOISE;MES: Bruit NOISE METER;dB;Real;2;0;0;0;0;0;0;A;2;Common;2608
LIBR2609;LSU0;ECU: Vxx_ups_lamb;-;Real;3;0;0;0;0;0;0;A;2;Common;2609
LIBR2610;TI_DESOX;ECU: Vxx_nt_spu_acum_t;s;Real;2;0;0;0;0;0;0;A;2;Common;2610
LIBR2611;TI_RI;ECU: Vxx_nt_spu_rich_acum;s;Real;2;0;0;0;0;0;0;A;2;Common;2611
LIBR2612;ETAINJ;ECU: Vsx_nt_mod_req;-;Real;0;0;0;0;0;0;0;A;2;Common;2612
P_R_COLS;P_R_COLS;MES: Pr. collecteur swirl;bar;Real;4;0;0;0;0;0;0;A;2;Common;2613
P_R_COLR;P_R_COLR;MES: Pr. collecteur remplissage;bar;Real;4;0;0;0;0;0;0;A;2;Common;2614
NORMAT;NORMAT;Réservé séquence du PTCC;;Real;0;0;0;0;0;0;0;A;2;Common;2615
LIBR2616;LSU0_OKA;ECU: Vbx_sens_ups_rich_valid;-;Real;3;0;0;0;0;0;0;A;2;Common;2616
LIBR2617;LSU0_OKB;ECU: LSU_st_Adap_[0];-;Real;3;0;0;0;0;0;0;A;2;Common;2617
NOXHU;NOXHU;EBH01: Conc NOX Humide Baie 1;ppm;Real;0;0;0;0;0;0;0;A;2;Common;2618
NUM_BANC;NUM_BANC;Numéro du banc d'essais moteurs;;Real;0;0;0;0;0;0;0;A;2;Common;2619
NUM_CYC;NUM_CYC;ESS: Récup Num essai;-;Real;0;0;0;0;0;0;0;A;2;Common;2620
NUMESSAI;NUMESSAI;DYN: Numérotation chgt. essai;-;Real;0;0;0;0;0;0;0;A;2;Common;2621
O_CRBOT;O_CRBOT;Bit de simulation CDE CRABOT;;Real;0;0;0;0;0;0;0;A;2;Common;2622
LIBR2623;MEF;ECU: Vxx_mef_mdl;mg/str;Real;0;0;0;0;0;0;0;A;2;Common;2623
LIBR2624;MEFSP;ECU: Vxx_lp_mef_sp_fil;mg/str;Real;0;0;0;0;0;0;0;A;2;Common;2624
LIBR2625;LPE;ECU: Vxx_lp_era_mdl;%;Real;1;0;0;0;0;0;0;A;2;Common;2625
P_CO2;IM_ISRDY;IM: InMotion is ready;-;Real;0;0;0;0;0;0;0;A;2;Common;2626
P_CVS;P_CVS;CVS: Pression CVS;mm.Hg;Real;1;0;0;0;0;0;0;A;2;Common;2627
LIBR2628;TCOLC;ECU: Vxx_up_it_temp;°C;Real;1;0;0;0;0;0;0;A;2;Common;2628
P_INJ;P_INJ;FDV: Pr. injection dans tuyau HP;mbar;Real;1;0;0;0;0;0;0;A;2;Common;2629
TELOF;TELOF;MES: T° Monolithe Light Off;°C;Real;1;0;0;0;0;0;0;A;2;Common;2630
P_P_AV;P_R_PAV;MES: Dépression pompe à vide;bar;Real;4;0;0;0;0;0;0;A;2;Common;2631
TELO2;TELO2;MES: T° Monolithe Light Off 2;°C;Real;1;0;0;0;0;0;0;A;2;Common;2632
P_PMU_PB;P_PMU_PB;Pression ambiante PMU;kPa;Real;2;0;0;0;0;0;0;A;2;Common;2633
P_PMU_PG;P_PMU_PG;Pression de prélèvement PMU;kPa;Real;2;0;0;0;0;0;0;A;2;Common;2634
P_PRD;P_PRD;ECU: Vxx_pred_map;mbar;Real;2;0;0;0;0;0;0;A;2;Common;2635
P_PT2;P_R_APT2;MES: Pr. Sen. after turbine 2;bar;Real;4;0;0;0;0;0;0;A;2;Common;2636
P_R_ABP;P_R_ABP;MES: Pr. rel. av. boitier pap.;bar;Real;4;0;0;0;0;0;0;A;2;Common;2637
P_R_APC;P_R_APC;MES: Pr. Sen. after compressor 1;bar;Real;4;0;0;0;0;0;0;A;2;Common;2638
P_R_APE;P_R_APE;MES: Pr. relative ap.échangeur;bar;Real;4;0;0;0;0;0;0;A;2;Common;2639
P_R_APT;P_R_APT;MES: Pr. Sen. after turbine 1;bar;Real;4;0;0;0;0;0;0;A;2;Common;2640
P_R_AVC;P_R_AVC;MES: Pr.Sen. before compressor 1;bar;Real;4;0;0;0;0;0;0;A;2;Common;2641
P_R_AVE;P_R_AVE;MES: Pr. relative avant échangeu;bar;Real;4;0;0;0;0;0;0;A;2;Common;2642
P_R_AVF;P_R_AVF;MES: Pr. rel. av. filtre à air;bar;Real;4;0;0;0;0;0;0;A;2;Common;2643
P_R_AVT;P_R_AVT;MES: Pr. Sen. before turbine 1;bar;Real;4;0;0;0;0;0;0;A;2;Common;2644
P_R_AVT1;DPFMSCOR;ECU: Vxx_pft_ms_cor;g;Real;1;0;0;0;0;0;0;A;2;Common;2645
P_R_AVT2;P_R_AVT2;MES: Pr. Sen. before turbine 2;bar;Real;4;0;0;0;0;0;0;A;2;Common;2646
P_R_CARB;P_R_CARB;MES: Pr. relative carb. platine;bar;Real;4;0;0;0;0;0;0;A;2;Common;2647
